# qw qx qy qz x y z 
0.235067 0.957335 -0.048240 0.161018 0.070265 0.344820 -1.079092
0.234860 0.961974 -0.041676 0.133081 0.074428 0.343615 -1.082654
0.240238 0.964450 -0.033874 0.104758 0.091560 0.348029 -1.084044
0.245020 0.965140 -0.025798 0.088344 0.084518 0.349308 -1.086318
0.250312 0.964856 -0.020940 0.077196 0.074525 0.348991 -1.094237
0.249391 0.966343 -0.018234 0.060438 0.077046 0.345790 -1.097401
0.249273 0.967089 -0.014698 0.048848 0.069934 0.342570 -1.100645
0.249263 0.967497 -0.012361 0.040798 0.063537 0.339593 -1.113593
0.251047 0.967228 -0.008035 0.037164 0.053096 0.339966 -1.127177
0.251962 0.967127 -0.001873 0.034305 0.039507 0.338630 -1.139974
0.248489 0.968229 0.004960 0.027605 0.035720 0.338659 -1.154571
0.245116 0.969134 0.014991 0.021765 0.028774 0.333772 -1.166311
0.243076 0.969680 0.024823 0.004372 0.039974 0.334921 -1.183241
0.245522 0.968833 0.031810 -0.008397 0.015915 0.331225 -1.196373
0.249293 0.967555 0.036657 -0.018588 -0.004656 0.331619 -1.207998
0.250401 0.966947 0.040411 -0.026055 -0.008507 0.329427 -1.217324
0.251688 0.966432 0.042436 -0.029366 -0.014245 0.322506 -1.226908
0.257268 0.964435 0.044210 -0.041524 0.029050 0.319571 -1.226422
0.259338 0.963929 0.043315 -0.041331 0.029687 0.321399 -1.236428
0.260607 0.963616 0.041642 -0.042369 0.030479 0.323193 -1.243337
0.259685 0.963486 0.041310 -0.050518 0.038619 0.324893 -1.242376
0.260108 0.962740 0.040714 -0.061782 0.043285 0.326572 -1.240289
0.262936 0.960457 0.040941 -0.081921 0.060539 0.326877 -1.236652
0.264768 0.958578 0.042105 -0.096192 0.072013 0.329676 -1.229433
0.265373 0.957114 0.043461 -0.107799 0.092110 0.330302 -1.221001
0.265712 0.955644 0.042204 -0.119835 0.122800 0.327918 -1.212326
0.265759 0.954286 0.041262 -0.130414 0.149058 0.333810 -1.204533
0.262158 0.953744 0.040748 -0.141371 0.186114 0.335836 -1.201526
0.260273 0.953175 0.041923 -0.148182 0.210472 0.337967 -1.192440
0.260990 0.952236 0.043410 -0.152467 0.234232 0.341545 -1.188770
0.262510 0.951835 0.044242 -0.152125 0.257696 0.347448 -1.192972
0.260966 0.953106 0.041346 -0.147568 0.274091 0.350728 -1.192446
0.258775 0.954311 0.035219 -0.145210 0.294505 0.350689 -1.189529
0.257412 0.955102 0.031995 -0.143166 0.307323 0.351741 -1.196434
0.257289 0.955168 0.029783 -0.143419 0.317593 0.350867 -1.200841
0.260238 0.954299 0.027130 -0.144408 0.325496 0.350003 -1.207557
0.260843 0.953811 0.026657 -0.146613 0.334343 0.348433 -1.216103
0.259586 0.953020 0.032744 -0.152628 0.337136 0.346060 -1.232691
0.257843 0.951994 0.039453 -0.160212 0.341584 0.344619 -1.246526
0.253842 0.951434 0.045499 -0.168127 0.347605 0.339202 -1.262140
0.250704 0.950192 0.051911 -0.177732 0.351491 0.340666 -1.281593
0.244979 0.948761 0.060915 -0.190071 0.360360 0.336846 -1.298632
0.243771 0.945014 0.071214 -0.206041 0.366418 0.338494 -1.328918
0.242367 0.941395 0.078748 -0.220979 0.376162 0.329825 -1.344101
0.242984 0.938579 0.085409 -0.229638 0.378678 0.339716 -1.368961
0.242292 0.935391 0.082784 -0.243896 0.387900 0.346689 -1.387128
0.242754 0.930602 0.078385 -0.262502 0.401598 0.358038 -1.410572
0.239907 0.924945 0.074508 -0.285255 0.428848 0.363517 -1.448142
0.238973 0.919186 0.077104 -0.303388 0.438103 0.373043 -1.469552
0.236379 0.913352 0.082369 -0.321137 0.455486 0.381692 -1.494273
0.232582 0.908250 0.088176 -0.336472 0.479459 0.383998 -1.520015
0.228306 0.902147 0.092335 -0.354233 0.504070 0.390187 -1.550214
0.215670 0.898679 0.089647 -0.371250 0.543588 0.381873 -1.558526
0.212044 0.892301 0.091002 -0.388014 0.572833 0.394181 -1.592561
0.214147 0.887495 0.091300 -0.397691 0.599074 0.399000 -1.623287
0.213106 0.882074 0.091963 -0.409968 0.621796 0.406403 -1.648652
0.213643 0.875994 0.092839 -0.422342 0.639468 0.406247 -1.673563
0.214613 0.869941 0.090424 -0.434703 0.647978 0.404904 -1.691746
0.213490 0.861288 0.090828 -0.452057 0.650066 0.406290 -1.699767
0.211681 0.851587 0.093692 -0.470332 0.654867 0.408129 -1.725247
0.208624 0.845299 0.098520 -0.481912 0.651868 0.409950 -1.755041
0.200282 0.840529 0.101964 -0.492952 0.640554 0.404977 -1.789939
0.190479 0.832210 0.107226 -0.509556 0.627439 0.399958 -1.826555
0.180358 0.824119 0.110467 -0.525447 0.621201 0.391119 -1.848588
0.181116 0.815674 0.116048 -0.537034 0.605009 0.390719 -1.869025
0.181874 0.800857 0.124319 -0.556861 0.585067 0.393966 -1.891501
0.177983 0.789701 0.131737 -0.572136 0.571332 0.396805 -1.923495
0.177210 0.776859 0.137679 -0.588330 0.544804 0.406020 -1.970087
0.176417 0.766005 0.139245 -0.602266 0.530553 0.410958 -2.004697
0.174454 0.757741 0.142780 -0.612379 0.518087 0.411299 -2.035333
0.173924 0.747555 0.144311 -0.624569 0.510381 0.403072 -2.069295
0.175675 0.728542 0.154853 -0.643728 0.495369 0.397799 -2.122686
0.172737 0.713618 0.162210 -0.659242 0.480948 0.390001 -2.172723
0.172941 0.702231 0.168178 -0.669835 0.476993 0.380153 -2.205236
0.174580 0.688545 0.179718 -0.680536 0.465220 0.385256 -2.248458
-0.172671 -0.680712 -0.189770 0.686151 0.452550 0.388259 -2.291526
-0.170491 -0.672137 -0.194415 0.693807 0.434040 0.395078 -2.322736
-0.169054 -0.654826 -0.193765 0.710689 0.417855 0.398232 -2.387148
-0.167987 -0.647294 -0.195744 0.717270 0.395799 0.414378 -2.407775
-0.163972 -0.640152 -0.193461 0.725184 0.378657 0.413018 -2.436295
-0.156602 -0.634092 -0.196468 0.731303 0.335742 0.414128 -2.484518
-0.150556 -0.633927 -0.196630 0.732670 0.310210 0.410884 -2.508582
-0.142891 -0.630104 -0.195380 0.737820 0.279463 0.393377 -2.549274
-0.135565 -0.628506 -0.197680 0.739949 0.246363 0.385882 -2.573230
-0.136284 -0.628048 -0.206506 0.737793 0.207882 0.381100 -2.594905
-0.133259 -0.618369 -0.217280 0.743405 0.152475 0.385417 -2.618183
-0.131773 -0.616114 -0.217398 0.745505 0.126971 0.382938 -2.635029
-0.135681 -0.606704 -0.222047 0.751130 0.100582 0.388503 -2.651341
-0.135941 -0.595974 -0.222906 0.759373 0.067349 0.395131 -2.671984
-0.133151 -0.588888 -0.219350 0.766399 0.042710 0.399262 -2.687284
-0.127921 -0.578458 -0.214291 0.776596 0.015414 0.400392 -2.713791
-0.122981 -0.568559 -0.211509 0.785417 -0.006391 0.396929 -2.738369
-0.117817 -0.556437 -0.209909 0.795258 -0.035577 0.390654 -2.771281
-0.120384 -0.543576 -0.214511 0.802507 -0.067312 0.391619 -2.802562
-0.123954 -0.527341 -0.219289 0.811455 -0.097788 0.388096 -2.838929
-0.123975 -0.511406 -0.224727 0.820117 -0.126470 0.385932 -2.879259
-0.120994 -0.495377 -0.230418 0.828776 -0.176957 0.395547 -2.930750
-0.118952 -0.480229 -0.224159 0.839633 -0.212250 0.402374 -2.967150
-0.121954 -0.471372 -0.219803 0.845353 -0.250657 0.416724 -2.996050
-0.122772 -0.471510 -0.215341 0.846306 -0.287747 0.423671 -3.021547
-0.121077 -0.471813 -0.211533 0.847341 -0.324024 0.428620 -3.044680
-0.118900 -0.470416 -0.204403 0.850171 -0.358667 0.431232 -3.064535
-0.114168 -0.466682 -0.192343 0.855674 -0.386567 0.422036 -3.083944
-0.105630 -0.455721 -0.191202 0.862904 -0.418270 0.417690 -3.094024
-0.095550 -0.441087 -0.194921 0.870815 -0.448870 0.415109 -3.102110
-0.084403 -0.430105 -0.196103 0.877171 -0.479010 0.412225 -3.111118
-0.076573 -0.417941 -0.201150 0.882610 -0.508160 0.413047 -3.122083
-0.074110 -0.408508 -0.206306 0.886040 -0.541769 0.413559 -3.134356
-0.073894 -0.402408 -0.206803 0.888730 -0.571534 0.423440 -3.144575
-0.074494 -0.395066 -0.203361 0.892758 -0.598287 0.427125 -3.157738
-0.073962 -0.382242 -0.202383 0.898589 -0.631935 0.432048 -3.171232
-0.075695 -0.366455 -0.199275 0.905688 -0.652510 0.440309 -3.180276
-0.078631 -0.351238 -0.194491 0.912481 -0.676292 0.439086 -3.195830
-0.080033 -0.337027 -0.191581 0.918316 -0.698670 0.447026 -3.205311
-0.077836 -0.322741 -0.193598 0.923201 -0.719109 0.449219 -3.220420
-0.071413 -0.312930 -0.195164 0.926761 -0.749736 0.455482 -3.228227
-0.068836 -0.311578 -0.196243 0.927184 -0.769833 0.454798 -3.239488
-0.070054 -0.306656 -0.196074 0.928768 -0.795187 0.454711 -3.246635
-0.075486 -0.304606 -0.194473 0.929353 -0.820888 0.450023 -3.258048
-0.078764 -0.307868 -0.197058 0.927460 -0.841690 0.449038 -3.252114
-0.081100 -0.307083 -0.196128 0.927716 -0.854281 0.449205 -3.247855
-0.082109 -0.298140 -0.196753 0.930408 -0.879354 0.458219 -3.233846
-0.080519 -0.296524 -0.193899 0.931662 -0.897987 0.468244 -3.217230
-0.078894 -0.299818 -0.190448 0.931458 -0.919767 0.475422 -3.200164
-0.074251 -0.305775 -0.184442 0.931112 -0.932248 0.489585 -3.167832
-0.070899 -0.312307 -0.169789 0.931992 -0.950170 0.482421 -3.150749
-0.066461 -0.323236 -0.163415 0.929730 -0.955324 0.486546 -3.120321
-0.065370 -0.325206 -0.161630 0.929432 -0.960996 0.476961 -3.097888
-0.061915 -0.327242 -0.161850 0.928916 -0.968980 0.474279 -3.065291
-0.061295 -0.325347 -0.162151 0.929569 -0.978166 0.478264 -3.036022
-0.059177 -0.321302 -0.160057 0.931475 -0.987944 0.476375 -3.008742
-0.058513 -0.316259 -0.160262 0.933206 -0.997803 0.474596 -2.987408
-0.056164 -0.311927 -0.162398 0.934438 -1.014213 0.472189 -2.965826
-0.055655 -0.305991 -0.165094 0.935957 -1.026978 0.466261 -2.945934
-0.053639 -0.290997 -0.164488 0.940950 -1.044490 0.449303 -2.922862
-0.049942 -0.276424 -0.165467 0.945366 -1.056986 0.437517 -2.908639
-0.044162 -0.256972 -0.165775 0.951070 -1.073065 0.434465 -2.887635
-0.038444 -0.230281 -0.170923 0.957224 -1.108637 0.445777 -2.866454
-0.034557 -0.207857 -0.170799 0.962512 -1.134214 0.446921 -2.848488
-0.031809 -0.190264 -0.171105 0.966184 -1.165494 0.457954 -2.827915
-0.026594 -0.175156 -0.167321 0.969854 -1.196840 0.459047 -2.812832
-0.019423 -0.162083 -0.165322 0.972636 -1.224992 0.460216 -2.798819
-0.019920 -0.154389 -0.164231 0.974061 -1.250064 0.452420 -2.778409
-0.020314 -0.148456 -0.168664 0.974218 -1.266510 0.460739 -2.751698
-0.021518 -0.141455 -0.169286 0.975125 -1.290708 0.456607 -2.733146
-0.019918 -0.140413 -0.169483 0.975276 -1.317142 0.456721 -2.709953
-0.020600 -0.140949 -0.170784 0.974957 -1.330595 0.452974 -2.685766
-0.022075 -0.136406 -0.169560 0.975784 -1.354506 0.446350 -2.662425
-0.016885 -0.135288 -0.171731 0.975664 -1.372300 0.452915 -2.630630
-0.010031 -0.135505 -0.170787 0.975894 -1.384024 0.450471 -2.603854
-0.005243 -0.127902 -0.173063 0.976557 -1.393822 0.450975 -2.582271
0.000560 -0.122194 -0.171270 0.977617 -1.409463 0.455302 -2.555842
0.004884 -0.115660 -0.166968 0.979143 -1.424568 0.450783 -2.538967
0.004572 -0.101989 -0.167560 0.980562 -1.436180 0.451331 -2.524055
0.003617 -0.084746 -0.165497 0.982556 -1.458933 0.450859 -2.512741
0.004603 -0.068873 -0.165305 0.983824 -1.481239 0.444551 -2.501788
0.007300 -0.049985 -0.165864 0.984854 -1.513765 0.433882 -2.498307
0.009783 -0.030772 -0.171068 0.984730 -1.545119 0.425048 -2.483819
0.012753 -0.011645 -0.179186 0.983664 -1.576143 0.421077 -2.475603
0.018493 0.013301 -0.179578 0.983480 -1.615509 0.417352 -2.472096
0.024214 0.035390 -0.181204 0.982510 -1.666778 0.415418 -2.470288
0.024700 0.047421 -0.182219 0.981803 -1.705813 0.419562 -2.459919
0.022512 0.062161 -0.178897 0.981644 -1.756469 0.430120 -2.440113
0.015545 0.067999 -0.178307 0.981499 -1.792339 0.427333 -2.432415
0.013165 0.075667 -0.181455 0.980395 -1.822789 0.433843 -2.414980
0.011985 0.081925 -0.182284 0.979754 -1.847733 0.439220 -2.392752
0.012124 0.083026 -0.177390 0.980557 -1.870315 0.446807 -2.366147
0.011474 0.081862 -0.163017 0.983154 -1.891985 0.456026 -2.338410
0.016229 0.082140 -0.146706 0.985630 -1.920039 0.462043 -2.318434
0.023572 0.086067 -0.140816 0.986006 -1.940117 0.459878 -2.288390
0.032913 0.088889 -0.132541 0.986635 -1.950658 0.464036 -2.263882
0.037148 0.091153 -0.129325 0.986705 -1.972090 0.462606 -2.232881
0.045585 0.097074 -0.127088 0.986077 -1.972378 0.462138 -2.208052
0.049861 0.101971 -0.125811 0.985539 -1.980814 0.461468 -2.185093
0.044334 0.119640 -0.137345 0.982271 -2.007303 0.449792 -2.146152
0.043450 0.136130 -0.146133 0.978890 -2.027704 0.445375 -2.124544
0.044331 0.151315 -0.152022 0.975719 -2.045689 0.432059 -2.103123
0.044166 0.166531 -0.163146 0.971442 -2.060184 0.421345 -2.077859
0.045036 0.185074 -0.175326 0.965909 -2.082440 0.414232 -2.045773
0.046593 0.202632 -0.181850 0.961093 -2.106630 0.405675 -2.017275
0.047027 0.217274 -0.185771 0.957115 -2.133531 0.398133 -1.986017
0.046405 0.234040 -0.188910 0.952567 -2.162165 0.393259 -1.955848
0.049034 0.246882 -0.191787 0.948611 -2.190833 0.385951 -1.919755
0.054741 0.254797 -0.195664 0.945409 -2.214277 0.380764 -1.881176
0.063396 0.272274 -0.197989 0.939493 -2.239881 0.379129 -1.833592
0.063345 0.287015 -0.201907 0.934261 -2.251720 0.378612 -1.801559
0.060376 0.301984 -0.206100 0.928807 -2.263226 0.372937 -1.772173
0.063817 0.310213 -0.212344 0.924449 -2.266185 0.368170 -1.735213
0.070558 0.313517 -0.214639 0.922312 -2.265354 0.357744 -1.701386
0.072768 0.315098 -0.213386 0.921892 -2.266491 0.346037 -1.660179
0.075361 0.315520 -0.211786 0.921908 -2.264224 0.341122 -1.613826
0.078651 0.318579 -0.207261 0.921610 -2.262104 0.328412 -1.567285
0.089503 0.309163 -0.213843 0.922322 -2.242248 0.346502 -1.485352
0.094237 0.309947 -0.220469 0.920025 -2.232972 0.346243 -1.434171
0.092887 0.308833 -0.218221 0.921072 -2.225422 0.351501 -1.386054
0.089587 0.311123 -0.218768 0.920498 -2.219774 0.358541 -1.338799
0.088083 0.314038 -0.215185 0.920498 -2.213872 0.366642 -1.296429
0.090635 0.316345 -0.212914 0.919988 -2.202401 0.376796 -1.256120
0.089048 0.320731 -0.211625 0.918922 -2.196500 0.379999 -1.212172
0.088856 0.325617 -0.211083 0.917345 -2.193255 0.376321 -1.169588
0.092312 0.323105 -0.209557 0.918242 -2.183179 0.385916 -1.117980
0.090254 0.321768 -0.205978 0.919724 -2.174907 0.396056 -1.061904
0.085203 0.321887 -0.197652 0.921988 -2.174257 0.384335 -1.024176
0.089652 0.320900 -0.196540 0.922148 -2.156926 0.397597 -0.981894
0.088466 0.338037 -0.189528 0.917597 -2.142475 0.395922 -0.936562
0.089112 0.347851 -0.195750 0.912546 -2.126783 0.398849 -0.900544
0.089703 0.351752 -0.197479 0.910618 -2.113684 0.392215 -0.860696
0.091874 0.342832 -0.196885 0.913927 -2.044786 0.400408 -0.846891
0.093149 0.343933 -0.193456 0.914116 -2.029381 0.402574 -0.805073
0.095005 0.342822 -0.187338 0.915616 -1.999744 0.402756 -0.773532
0.096488 0.341228 -0.184956 0.916540 -1.967030 0.399103 -0.737239
0.102451 0.339281 -0.181418 0.917322 -1.930958 0.409602 -0.694436
0.106398 0.327231 -0.174813 0.922518 -1.879937 0.395071 -0.671368
0.109129 0.322642 -0.179220 0.922970 -1.859089 0.395267 -0.624553
0.101405 0.307509 -0.175703 0.929669 -1.831662 0.386652 -0.587832
0.090940 0.297193 -0.192410 0.930798 -1.787688 0.378601 -0.545763
0.085657 0.301269 -0.195733 0.929295 -1.766376 0.365341 -0.521182
0.093498 0.304974 -0.200946 0.926213 -1.715011 0.374451 -0.497946
0.093547 0.313741 -0.204125 0.922577 -1.693421 0.371631 -0.470957
0.096523 0.319141 -0.203181 0.920625 -1.671008 0.372321 -0.445071
0.097795 0.320488 -0.202240 0.920229 -1.651682 0.368718 -0.417109
0.100901 0.321613 -0.200142 0.919960 -1.631317 0.375616 -0.378339
0.098966 0.317461 -0.195363 0.922636 -1.616605 0.361935 -0.346987
0.097560 0.307851 -0.195620 0.925982 -1.596123 0.362334 -0.307127
0.095536 0.304185 -0.193768 0.927792 -1.573568 0.373203 -0.267831
0.092086 0.294565 -0.194635 0.931058 -1.543929 0.374794 -0.228030
0.087133 0.283361 -0.199492 0.933979 -1.523672 0.369497 -0.200647
0.079385 0.279494 -0.202237 0.935244 -1.516722 0.369148 -0.171571
0.075576 0.270833 -0.202385 0.938071 -1.495880 0.359690 -0.147924
0.072525 0.263708 -0.204903 0.939794 -1.473872 0.356707 -0.121820
0.073615 0.257150 -0.209930 0.940417 -1.445565 0.355412 -0.095879
0.074135 0.253184 -0.212426 0.940892 -1.414892 0.337580 -0.077781
0.079224 0.242941 -0.218618 0.941759 -1.363248 0.341780 -0.030251
0.078074 0.226661 -0.220394 0.945492 -1.326893 0.342843 -0.002824
0.072900 0.213040 -0.225786 0.947798 -1.288409 0.341563 0.024148
0.068281 0.200539 -0.225980 0.950818 -1.255165 0.346021 0.050997
0.063596 0.188865 -0.229781 0.952621 -1.223882 0.346633 0.076645
0.060725 0.180841 -0.232858 0.953617 -1.195784 0.344011 0.098954
0.062470 0.174878 -0.236080 0.953825 -1.172495 0.339689 0.121768
0.066189 0.166875 -0.238579 0.954386 -1.151968 0.331896 0.147466
0.067171 0.160581 -0.243652 0.954115 -1.130728 0.326556 0.174997
0.060355 0.150187 -0.242801 0.956477 -1.097413 0.324547 0.220684
0.057690 0.140150 -0.240085 0.958848 -1.074737 0.325664 0.255075
0.059073 0.126636 -0.234035 0.962134 -1.048509 0.330058 0.294301
0.063162 0.112621 -0.228841 0.964862 -1.019455 0.328603 0.330866
0.068162 0.107868 -0.223837 0.966238 -0.989823 0.327321 0.362399
0.075929 0.094440 -0.225814 0.966604 -0.962859 0.322334 0.392621
0.075836 0.089190 -0.218321 0.968829 -0.940497 0.319632 0.416430
0.084144 0.075138 -0.221057 0.968715 -0.908996 0.312339 0.455019
0.082439 0.060148 -0.218417 0.970505 -0.882583 0.318851 0.484962
0.076628 0.045925 -0.210044 0.973602 -0.853205 0.317908 0.508651
0.069723 0.026689 -0.208129 0.975248 -0.824923 0.318274 0.537009
0.055919 0.001199 -0.192104 0.979779 -0.785117 0.317196 0.556641
0.030473 -0.042503 -0.195671 0.979274 -0.721023 0.316092 0.589408
0.019893 -0.080201 -0.204139 0.975448 -0.667211 0.311264 0.612683
0.009650 -0.125259 -0.225937 0.966007 -0.608716 0.307589 0.640252
-0.008299 -0.156751 -0.240036 0.957989 -0.559348 0.317591 0.665789
-0.023277 -0.174381 -0.247214 0.952856 -0.510897 0.322506 0.673140
-0.035697 -0.202692 -0.251351 0.945761 -0.442345 0.331610 0.682707
-0.036905 -0.220270 -0.240826 0.944522 -0.395209 0.339604 0.683521
-0.037734 -0.228758 -0.227045 0.945884 -0.343918 0.339829 0.673166
-0.040962 -0.228045 -0.219203 0.947770 -0.293026 0.340338 0.658003
-0.041775 -0.224113 -0.214183 0.949818 -0.235618 0.330546 0.637466
-0.039291 -0.224475 -0.212276 0.950267 -0.177756 0.309162 0.614306
-0.045891 -0.232215 -0.216763 0.947092 -0.104400 0.299875 0.584937
-0.056583 -0.241661 -0.228261 0.941432 -0.063718 0.300483 0.567078
-0.071788 -0.251659 -0.241120 0.934546 -0.026724 0.310687 0.554123
-0.077330 -0.263812 -0.249459 0.928544 0.018405 0.326095 0.549863
-0.072000 -0.271927 -0.245630 0.927652 0.057582 0.333839 0.535226
-0.066270 -0.283562 -0.237139 0.926804 0.097834 0.333528 0.514885
-0.064427 -0.301781 -0.232430 0.922363 0.156930 0.328755 0.489923
-0.066883 -0.318588 -0.231503 0.916752 0.193106 0.326247 0.475243
-0.069166 -0.341259 -0.221819 0.910799 0.244977 0.315843 0.468799
-0.072637 -0.359376 -0.214142 0.905381 0.276406 0.314420 0.452334
-0.081763 -0.371561 -0.213614 0.899792 0.304213 0.314199 0.429823
-0.093689 -0.376695 -0.223716 0.894021 0.336060 0.316872 0.406734
-0.100255 -0.390768 -0.241276 0.882630 0.380079 0.332780 0.381439
-0.101709 -0.406454 -0.242222 0.875088 0.417464 0.322643 0.364560
-0.107802 -0.415438 -0.238817 0.871066 0.438637 0.305498 0.320465
-0.113586 -0.424433 -0.237420 0.866364 0.469833 0.302223 0.298553
-0.123053 -0.429517 -0.240060 0.861826 0.492136 0.297335 0.258749
-0.127496 -0.440902 -0.238863 0.855742 0.518253 0.295780 0.228081
-0.127315 -0.448116 -0.236991 0.852536 0.549186 0.312430 0.204943
-0.127597 -0.453497 -0.239299 0.848997 0.570113 0.305039 0.155295
-0.132837 -0.464526 -0.245416 0.840441 0.599292 0.304435 0.133933
-0.139502 -0.468273 -0.244528 0.837536 0.622152 0.315411 0.110515
-0.143234 -0.472323 -0.236390 0.836967 0.659653 0.324896 0.072844
-0.147329 -0.476838 -0.238285 0.833150 0.668491 0.347951 0.046320
-0.146790 -0.485079 -0.227886 0.831396 0.697526 0.346481 0.018003
-0.147287 -0.491801 -0.226957 0.827604 0.716879 0.353740 0.001757
-0.141591 -0.495431 -0.222831 0.827555 0.742921 0.355882 -0.012357
-0.136097 -0.498639 -0.217635 0.827932 0.772515 0.354366 -0.031648
-0.133738 -0.504906 -0.214165 0.825419 0.805971 0.354315 -0.025326
-0.133762 -0.504017 -0.213953 0.826014 0.829893 0.364306 -0.037605
-0.126107 -0.501539 -0.205854 0.830770 0.859513 0.370876 -0.047086
-0.122805 -0.498701 -0.199984 0.834400 0.888938 0.368562 -0.073961
-0.119215 -0.500991 -0.199168 0.833744 0.902332 0.380749 -0.083269
-0.115955 -0.503151 -0.194135 0.834089 0.916660 0.388309 -0.105371
-0.119591 -0.505767 -0.188487 0.833289 0.914415 0.410665 -0.117394
-0.113639 -0.510265 -0.173153 0.834706 0.927707 0.406087 -0.137909
-0.114739 -0.506982 -0.169328 0.837336 0.918979 0.414834 -0.164804
